id,question,direction
2754,"We are jogging north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2755,"We are jogging north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2756,"We are jogging north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2757,"We are jogging east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2758,"We are jogging south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2759,"We are jogging south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2760,"We are jogging south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2761,"We are riding west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2762,"We are riding north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2763,"We are riding north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2764,"We are riding north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2765,"We are riding east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2766,"We are riding south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2767,"We are riding south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2768,"We are riding south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2769,"We are perambulating west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2770,"We are perambulating north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2771,"We are perambulating north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2772,"We are perambulating north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2773,"We are perambulating east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2774,"We are perambulating south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2775,"We are perambulating south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2776,"We are perambulating south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2777,"We are hiking west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2778,"We are hiking north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2779,"We are hiking north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2780,"We are hiking north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2781,"We are hiking east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2782,"We are hiking south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2783,"We are hiking south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2784,"We are hiking south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2785,"We are unicycling west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2786,"We are unicycling north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2787,"We are unicycling north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2788,"We are unicycling north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2789,"We are unicycling east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2790,"We are unicycling south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2791,"We are unicycling south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2792,"We are unicycling south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2793,"We are racing west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2794,"We are racing north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2795,"We are racing north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2796,"We are racing north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2797,"We are racing east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2798,"We are racing south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2799,"We are racing south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2800,"We are racing south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2801,"They are running west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2802,"They are running north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2803,"They are running north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2804,"They are running north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2805,"They are running east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2806,"They are running south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2807,"They are running south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2808,"They are running south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2809,"They are walking west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2810,"They are walking north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2811,"They are walking north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2812,"They are walking north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2813,"They are walking east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2814,"They are walking south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2815,"They are walking south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2816,"They are walking south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2817,"They are cycling west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2818,"They are cycling north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2819,"They are cycling north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2820,"They are cycling north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2821,"They are cycling east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2822,"They are cycling south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2823,"They are cycling south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2824,"They are cycling south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2825,"They are driving west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2826,"They are driving north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2827,"They are driving north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2828,"They are driving north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2829,"They are driving east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2830,"They are driving south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2831,"They are driving south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2832,"They are driving south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2833,"They are jogging west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2834,"They are jogging north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2835,"They are jogging north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2836,"They are jogging north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2837,"They are jogging east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2838,"They are jogging south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2839,"They are jogging south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2840,"They are jogging south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2841,"They are riding west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2842,"They are riding north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2843,"They are riding north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2844,"They are riding north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2845,"They are riding east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2846,"They are riding south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2847,"They are riding south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2848,"They are riding south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2849,"They are perambulating west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2850,"They are perambulating north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2851,"They are perambulating north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2852,"They are perambulating north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2853,"They are perambulating east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2854,"They are perambulating south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2855,"They are perambulating south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2856,"They are perambulating south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2857,"They are hiking west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2858,"They are hiking north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2859,"They are hiking north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2860,"They are hiking north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2861,"They are hiking east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2862,"They are hiking south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2863,"They are hiking south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2864,"They are hiking south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2865,"They are unicycling west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2866,"They are unicycling north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2867,"They are unicycling north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2868,"They are unicycling north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2869,"They are unicycling east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2870,"They are unicycling south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2871,"They are unicycling south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2872,"They are unicycling south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2873,"They are racing west along the middle of the north side of a park; in which direction is the bandstand, located in the centre of the park?",south
2874,"They are racing north-west along the middle of the north-east side of a park; in which direction is the bandstand, located in the centre of the park?",south-west
2875,"They are racing north along the middle of the east side of a park; in which direction is the bandstand, located in the centre of the park?",west
2876,"They are racing north-east along the middle of the south-east side of a park; in which direction is the bandstand, located in the centre of the park?",north-west
2877,"They are racing east along the middle of the south side of a park; in which direction is the bandstand, located in the centre of the park?",north
2878,"They are racing south-east along the middle of the south-west side of a park; in which direction is the bandstand, located in the centre of the park?",north-east
2879,"They are racing south along the middle of the west side of a park; in which direction is the bandstand, located in the centre of the park?",east
2880,"They are racing south-west along the middle of the north-west side of a park; in which direction is the bandstand, located in the centre of the park?",south-east
2881,I am running east along the north side of a road which runs east to west. In which direction is the road?,south
2882,I am running south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
2883,I am running south along the east side of a road which runs south to north. In which direction is the road?,west
2884,I am running south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2885,I am running west along the south side of a road which runs west to east. In which direction is the road?,north
2886,I am running north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
2887,I am running north along the west side of a road which runs north to south. In which direction is the road?,east
2888,I am running north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
2889,I am walking east along the north side of a road which runs east to west. In which direction is the road?,south
2890,I am walking south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
2891,I am walking south along the east side of a road which runs south to north. In which direction is the road?,west
2892,I am walking south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2893,I am walking west along the south side of a road which runs west to east. In which direction is the road?,north
2894,I am walking north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
2895,I am walking north along the west side of a road which runs north to south. In which direction is the road?,east
2896,I am walking north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
2897,I am cycling east along the north side of a road which runs east to west. In which direction is the road?,south
2898,I am cycling south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
2899,I am cycling south along the east side of a road which runs south to north. In which direction is the road?,west
2900,I am cycling south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2901,I am cycling west along the south side of a road which runs west to east. In which direction is the road?,north
2902,I am cycling north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
2903,I am cycling north along the west side of a road which runs north to south. In which direction is the road?,east
2904,I am cycling north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
2905,I am driving east along the north side of a road which runs east to west. In which direction is the road?,south
2906,I am driving south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
2907,I am driving south along the east side of a road which runs south to north. In which direction is the road?,west
2908,I am driving south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2909,I am driving west along the south side of a road which runs west to east. In which direction is the road?,north
2910,I am driving north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
2911,I am driving north along the west side of a road which runs north to south. In which direction is the road?,east
2912,I am driving north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
2913,I am jogging east along the north side of a road which runs east to west. In which direction is the road?,south
2914,I am jogging south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
2915,I am jogging south along the east side of a road which runs south to north. In which direction is the road?,west
2916,I am jogging south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2917,I am jogging west along the south side of a road which runs west to east. In which direction is the road?,north
2918,I am jogging north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
2919,I am jogging north along the west side of a road which runs north to south. In which direction is the road?,east
2920,I am jogging north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
2921,I am riding east along the north side of a road which runs east to west. In which direction is the road?,south
2922,I am riding south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
2923,I am riding south along the east side of a road which runs south to north. In which direction is the road?,west
2924,I am riding south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2925,I am riding west along the south side of a road which runs west to east. In which direction is the road?,north
2926,I am riding north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
2927,I am riding north along the west side of a road which runs north to south. In which direction is the road?,east
2928,I am riding north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
2929,I am perambulating east along the north side of a road which runs east to west. In which direction is the road?,south
2930,I am perambulating south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
2931,I am perambulating south along the east side of a road which runs south to north. In which direction is the road?,west
2932,I am perambulating south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2933,I am perambulating west along the south side of a road which runs west to east. In which direction is the road?,north
2934,I am perambulating north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
2935,I am perambulating north along the west side of a road which runs north to south. In which direction is the road?,east
2936,I am perambulating north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
2937,I am hiking east along the north side of a road which runs east to west. In which direction is the road?,south
2938,I am hiking south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
2939,I am hiking south along the east side of a road which runs south to north. In which direction is the road?,west
2940,I am hiking south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2941,I am hiking west along the south side of a road which runs west to east. In which direction is the road?,north
2942,I am hiking north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
2943,I am hiking north along the west side of a road which runs north to south. In which direction is the road?,east
2944,I am hiking north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
2945,I am unicycling east along the north side of a road which runs east to west. In which direction is the road?,south
2946,I am unicycling south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
2947,I am unicycling south along the east side of a road which runs south to north. In which direction is the road?,west
2948,I am unicycling south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2949,I am unicycling west along the south side of a road which runs west to east. In which direction is the road?,north
2950,I am unicycling north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
2951,I am unicycling north along the west side of a road which runs north to south. In which direction is the road?,east
2952,I am unicycling north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
2953,I am racing east along the north side of a road which runs east to west. In which direction is the road?,south
2954,I am racing south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
2955,I am racing south along the east side of a road which runs south to north. In which direction is the road?,west
2956,I am racing south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2957,I am racing west along the south side of a road which runs west to east. In which direction is the road?,north
2958,I am racing north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
2959,I am racing north along the west side of a road which runs north to south. In which direction is the road?,east
2960,I am racing north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
2961,You are running east along the north side of a road which runs east to west. In which direction is the road?,south
2962,You are running south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
2963,You are running south along the east side of a road which runs south to north. In which direction is the road?,west
2964,You are running south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2965,You are running west along the south side of a road which runs west to east. In which direction is the road?,north
2966,You are running north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
2967,You are running north along the west side of a road which runs north to south. In which direction is the road?,east
2968,You are running north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
2969,You are walking east along the north side of a road which runs east to west. In which direction is the road?,south
2970,You are walking south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
2971,You are walking south along the east side of a road which runs south to north. In which direction is the road?,west
2972,You are walking south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2973,You are walking west along the south side of a road which runs west to east. In which direction is the road?,north
2974,You are walking north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
2975,You are walking north along the west side of a road which runs north to south. In which direction is the road?,east
2976,You are walking north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
2977,You are cycling east along the north side of a road which runs east to west. In which direction is the road?,south
2978,You are cycling south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
2979,You are cycling south along the east side of a road which runs south to north. In which direction is the road?,west
2980,You are cycling south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2981,You are cycling west along the south side of a road which runs west to east. In which direction is the road?,north
2982,You are cycling north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
2983,You are cycling north along the west side of a road which runs north to south. In which direction is the road?,east
2984,You are cycling north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
2985,You are driving east along the north side of a road which runs east to west. In which direction is the road?,south
2986,You are driving south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
2987,You are driving south along the east side of a road which runs south to north. In which direction is the road?,west
2988,You are driving south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2989,You are driving west along the south side of a road which runs west to east. In which direction is the road?,north
2990,You are driving north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
2991,You are driving north along the west side of a road which runs north to south. In which direction is the road?,east
2992,You are driving north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
2993,You are jogging east along the north side of a road which runs east to west. In which direction is the road?,south
2994,You are jogging south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
2995,You are jogging south along the east side of a road which runs south to north. In which direction is the road?,west
2996,You are jogging south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
2997,You are jogging west along the south side of a road which runs west to east. In which direction is the road?,north
2998,You are jogging north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
2999,You are jogging north along the west side of a road which runs north to south. In which direction is the road?,east
3000,You are jogging north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
3001,You are riding east along the north side of a road which runs east to west. In which direction is the road?,south
3002,You are riding south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
3003,You are riding south along the east side of a road which runs south to north. In which direction is the road?,west
3004,You are riding south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
3005,You are riding west along the south side of a road which runs west to east. In which direction is the road?,north
3006,You are riding north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
3007,You are riding north along the west side of a road which runs north to south. In which direction is the road?,east
3008,You are riding north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
3009,You are perambulating east along the north side of a road which runs east to west. In which direction is the road?,south
3010,You are perambulating south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
3011,You are perambulating south along the east side of a road which runs south to north. In which direction is the road?,west
3012,You are perambulating south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
3013,You are perambulating west along the south side of a road which runs west to east. In which direction is the road?,north
3014,You are perambulating north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
3015,You are perambulating north along the west side of a road which runs north to south. In which direction is the road?,east
3016,You are perambulating north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
3017,You are hiking east along the north side of a road which runs east to west. In which direction is the road?,south
3018,You are hiking south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
3019,You are hiking south along the east side of a road which runs south to north. In which direction is the road?,west
3020,You are hiking south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
3021,You are hiking west along the south side of a road which runs west to east. In which direction is the road?,north
3022,You are hiking north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
3023,You are hiking north along the west side of a road which runs north to south. In which direction is the road?,east
3024,You are hiking north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
3025,You are unicycling east along the north side of a road which runs east to west. In which direction is the road?,south
3026,You are unicycling south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
3027,You are unicycling south along the east side of a road which runs south to north. In which direction is the road?,west
3028,You are unicycling south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
3029,You are unicycling west along the south side of a road which runs west to east. In which direction is the road?,north
3030,You are unicycling north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
3031,You are unicycling north along the west side of a road which runs north to south. In which direction is the road?,east
3032,You are unicycling north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
3033,You are racing east along the north side of a road which runs east to west. In which direction is the road?,south
3034,You are racing south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
3035,You are racing south along the east side of a road which runs south to north. In which direction is the road?,west
3036,You are racing south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
3037,You are racing west along the south side of a road which runs west to east. In which direction is the road?,north
3038,You are racing north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
3039,You are racing north along the west side of a road which runs north to south. In which direction is the road?,east
3040,You are racing north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
3041,He is running east along the north side of a road which runs east to west. In which direction is the road?,south
3042,He is running south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
3043,He is running south along the east side of a road which runs south to north. In which direction is the road?,west
3044,He is running south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
3045,He is running west along the south side of a road which runs west to east. In which direction is the road?,north
3046,He is running north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
3047,He is running north along the west side of a road which runs north to south. In which direction is the road?,east
3048,He is running north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
3049,He is walking east along the north side of a road which runs east to west. In which direction is the road?,south
3050,He is walking south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
3051,He is walking south along the east side of a road which runs south to north. In which direction is the road?,west
3052,He is walking south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
3053,He is walking west along the south side of a road which runs west to east. In which direction is the road?,north
3054,He is walking north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
3055,He is walking north along the west side of a road which runs north to south. In which direction is the road?,east
3056,He is walking north-east along the north-west side of a road which runs north-east to south-west. In which direction is the road?,south-east
3057,He is cycling east along the north side of a road which runs east to west. In which direction is the road?,south
3058,He is cycling south-east along the north-east side of a road which runs south-east to north-west. In which direction is the road?,south-west
3059,He is cycling south along the east side of a road which runs south to north. In which direction is the road?,west
3060,He is cycling south-west along the south-east side of a road which runs south-west to north-east. In which direction is the road?,north-west
3061,He is cycling west along the south side of a road which runs west to east. In which direction is the road?,north
3062,He is cycling north-west along the south-west side of a road which runs north-west to south-east. In which direction is the road?,north-east
3063,He is cycling north along the west side of a road which runs north to south. In which direction is the road?,east
